Trade,UpdateTime,UpdatedDay,UpdatedTime,TradeTime,TradedDay,TradedTime,Desk,CapturedBy,TradeStatus,TraderId,Instrument,Reason,Nominal,FloatRef,LastResetDate,LastResetRate,Theta,Loss,Unexplained,EventTypeCategoryLevel1,BusinessLineLevel1,LossIndicator,exposure
24578920,03/04/2013 13:27,3,0.523211825,03/04/2013 09:10,3,0.381699634,Derivatives,PROD CONTROLLER,BO Confirmed,ASSOCIATE,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,0.178530093
9490078,03/04/2013 18:26,3,0.732025532,13/11/2008 18:08,13,0.755478796,Africa,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,Bond,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,1602.0125
1273595,04/04/2013 01:18,4,0.054406207,06/04/2006 00:04,6,0.003116518,Management/Other,PROD CONTROLLER,BO Confirmed,ANALYST,Swap,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,2555.051296
1647169,04/04/2013 05:24,4,0.191697006,27/06/2006 01:21,27,0.026778928,Bonds/Repos,PROD CONTROLLER,BO Confirmed,MNGDIRECTOR,Swap,Payments Related,0,0,0,0,0,263159.5888,0,EL4,BL2,1,2473.168484
14636932,04/04/2013 16:11,4,0.674205043,01/07/2010 11:04,1,0.455635903,Bonds/Repos,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,1008.213218
4406657,08/04/2013 04:11,8,0.174353133,23/05/2007 12:14,23,0.49014772,Derivatives,MIDOFFICE,BO-BO Confirmed,VICE PRINCIPAL,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,2146.664502
24895939,08/04/2013 13:07,8,0.536863714,08/04/2013 12:28,8,0.480419976,SND,PROD CONTROLLER,BO-BO Confirmed,ATS,Future/Forward,Payments Related,0,0,0,0,0,260668.1837,0,EL1,BL2,1,0.027002315
12377514,08/04/2013 13:21,8,0.527040761,22/09/2009 18:06,22,0.745980443,Equity,TECHSUPPORT,BO Confirmed,ANALYST,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1293.801979
15060130,08/04/2013 18:17,8,0.737960091,14/06/2010 19:25,14,0.774070714,Derivatives,PROD CONTROLLER,BO-BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,255863.5628,0,EL1,BL4,1,1028.952778
24844957,08/04/2013 18:19,8,0.737037018,08/04/2013 06:16,8,0.239130492,SND,MIDOFFICE,BO-BO Confirmed,DIRECTOR,Future/Forward,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL3,1,0.502071759
19694411,09/04/2013 03:05,9,0.128367192,15/10/2011 10:13,15,0.42550907,Africa,PROD CONTROLLER,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,267078.9315,0,EL6,BL2,1,541.7026968
24543078,09/04/2013 05:19,9,0.221863922,02/04/2013 14:02,2,0.584945727,Africa,PROD CONTROLLER,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,6.636921296
7552425,09/04/2013 12:16,9,0.510854935,01/04/2008 03:13,1,0.116002965,Management/Other,PROD CONTROLLER,BO Confirmed,DIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL4,1,1834.377303
24953282,09/04/2013 12:17,9,0.488231808,09/04/2013 12:17,9,0.488231808,Management/Other,TECHSUPPORT,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,0
23849298,10/04/2013 04:19,10,0.179637549,11/02/2013 18:17,11,0.761527035,Prime Services,PROD CONTROLLER,BO Confirmed,DIRECTOR,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL6,1,57.41799769
6607662,10/04/2013 06:20,10,0.264235825,17/01/2008 10:12,17,0.424773159,Management/Other,TECHSUPPORT,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL6,1,1909.839005
22097162,10/04/2013 14:25,10,0.566197434,08/07/2012 13:10,8,0.548656646,Management/Other,TECHSUPPORT,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,276.0522569
8596910,10/04/2013 17:27,10,0.727010621,07/09/2008 10:11,7,0.424231433,Derivatives,MIDOFFICE,BO Confirmed,ASSOCIATE,Swap,Payments Related,0,0,0,0,0,0,0,EL6,BL2,1,1676.302778
6625097,11/04/2013 02:07,11,0.087848205,21/01/2008 04:07,21,0.161955592,MM,UNAUTHORISED,BO Confirmed,DIRECTOR,Curr,Commodities Early Delivery,0,0,0,0,0,241755.3411,0,EL6,BL3,1,1906.916863
21896213,11/04/2013 06:11,11,0.242338897,18/06/2012 06:27,18,0.231133831,Management/Other,PROD CONTROLLER,BO-BO Confirmed,ASSOCIATE,Swap,Payments Related,0,0,0,0,0,0,0,EL1,BL4,1,296.9887963
604854,11/04/2013 07:16,11,0.280646985,10/02/2006 09:25,10,0.357446926,Rates,PROD CONTROLLER,BO Confirmed,MNGDIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,2616.910312
14098250,11/04/2013 07:27,11,0.310229994,01/05/2010 19:04,31,0.788657095,Equity,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,9028040.775,0,EL1,BL2,1,1075.515926
25045729,11/04/2013 09:05,11,0.378736644,11/04/2013 09:05,11,0.378736644,SND,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,CreditDefaultSwap,Calendar Related,0,0,0,0,0,0,0,EL6,BL3,1,0
16026237,11/04/2013 10:30,11,0.395849876,23/11/2010 12:18,23,0.512329086,Prime Services,PROD CONTROLLER,BO-BO Confirmed,ANALYST,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,869.924838
22349335,11/04/2013 13:02,11,0.539996602,20/07/2012 06:06,20,0.246004245,Management/Other,MIDOFFICE,BO Confirmed,DIRECTOR,Swap,Valuation Group Request,0,0,0,0,0,0,0,EL6,BL6,1,265.2889931
11659705,11/04/2013 13:26,11,0.52361458,18/07/2009 05:25,18,0.225922353,Prime Services,TECHSUPPORT,BO Confirmed,DIRECTOR,TotalReturnSwap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,1363.333796
6728975,11/04/2013 17:11,11,0.715796734,27/01/2008 19:16,27,0.780534824,Derivatives,MIDOFFICE,BO-BO Confirmed,DIRECTOR,Repo/Reverse,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,1900.913345
23006488,11/04/2013 17:28,11,0.688864309,20/10/2012 08:25,20,0.350349099,Derivatives,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,TotalReturnSwap,Corrected NDEUSSA Reset Level,0,0,0,0,0,251299.7849,0,EL6,BL2,1,173.3767593
18327360,12/04/2013 00:25,12,0.017674717,19/05/2011 08:07,19,0.328696515,Derivatives,PROD CONTROLLER,BO Confirmed,ASSOCIATE,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,693.6792593
16756469,12/04/2013 03:19,12,0.138222033,27/01/2011 16:12,27,0.658503185,Management/Other,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,Bond,Calendar Related,0,0,0,0,0,0,0,EL6,BL6,1,805.463044
4621910,12/04/2013 08:28,12,0.352767082,15/06/2007 09:25,15,0.392459775,Bonds/Repos,TECHSUPPORT,BO Confirmed,ATS,SecurityLoan,Calendar Related,0,0,0,0,0,242178.9376,0,EL6,BL2,1,2127.960324
10963326,12/04/2013 10:01,12,0.4158102,01/05/2009 17:20,1,0.72249977,Prime Services,PROD CONTROLLER,BO Confirmed,ASSOCIATE,TotalReturnSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL6,1,1441.695023
25064154,12/04/2013 10:25,12,0.43385396,12/04/2013 03:23,12,0.140986808,Derivatives,UNAUTHORISED,BO-BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL5,1,0.293217593
5222250,12/04/2013 16:20,12,0.680709926,26/07/2007 01:16,26,0.030737356,Derivatives,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,2087.627743
11517383,15/04/2013 02:14,15,0.093249285,16/06/2009 05:09,16,0.214479201,Prime Services,MIDOFFICE,BO Confirmed,ANALYST,Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL6,1,1398.878565
4646216,15/04/2013 03:03,15,0.126770549,17/06/2007 12:05,17,0.496385365,MM,TECHSUPPORT,BO Confirmed,ASSOCIATE,CurrSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL3,1,2128.623785
16819947,15/04/2013 06:07,15,0.245144852,02/02/2011 05:06,2,0.204341507,SND,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,Deposit,Calendar Related,0,0,0,0,0,273371.1232,0,EL7,BL2,1,803.0421991
12204848,15/04/2013 10:28,15,0.436155367,04/09/2009 14:24,4,0.599795402,MM,PROD ACCOUNTANT,BO Confirmed,ASSOCIATE,Option,Trade enrichment for system flow,0,0,0,0,0,270847.6119,0,EL6,BL5,1,1318.835949
5608904,16/04/2013 00:26,16,0.018176678,29/09/2007 15:18,29,0.637709507,Management/Other,TECHSUPPORT,BO Confirmed,ASSOCIATE,Swap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL6,1,2025.380463
2952150,16/04/2013 01:21,16,0.027424376,29/01/2007 16:25,29,0.683718337,Management/Other,TECHSUPPORT,BO-BO Confirmed,MNGDIRECTOR,Future/Forward,Payments Related,0,0,0,0,0,211189.8015,0,EL1,BL6,1,2268.372245
13766473,16/04/2013 02:09,16,0.089522347,26/02/2010 04:09,26,0.173084619,Equity,UNAUTHORISED,BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,1144.916551
20227981,16/04/2013 07:23,16,0.307496622,08/02/2012 11:15,8,0.469004044,MM,MIDOFFICE,BO Confirmed,ASSOCIATE,Curr,Commodities Early Delivery,0,0,0,0,0,0,0,EL6,BL5,1,432.8387731
1746081,17/04/2013 03:05,17,0.121810155,01/07/2006 14:05,31,0.586666038,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,TotalReturnSwap,Trade enrichment for system flow,0,0,0,0,0,266761.7784,0,EL6,BL2,1,2481.541806
11101436,17/04/2013 07:29,17,0.271794716,01/05/2009 08:29,1,0.353226236,Prime Services,UNAUTHORISED,BO Confirmed,MNGDIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1446.958356
15696320,17/04/2013 08:24,17,0.350340412,26/07/2010 17:22,26,0.693257331,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,995.6265278
25247974,17/04/2013 14:15,17,0.593736453,17/04/2013 09:14,17,0.365507478,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,Swap,Payments Related,0,0,0,0,0,0,0,EL1,BL1,1,0.20880787
11909433,17/04/2013 16:14,17,0.676432154,27/07/2009 12:01,27,0.499230805,Africa,TECHSUPPORT,BO Confirmed,ASSOCIATE,Swap,Brokerage Related,0,0,0,0,0,0,0,EL7,BL2,1,1360.175671
6753949,17/04/2013 16:28,17,0.685994426,18/02/2008 07:25,18,0.309339646,Prime Services,TECHSUPPORT,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL6,1,1885.376887
15147841,17/04/2013 17:16,17,0.71970538,18/06/2010 11:13,18,0.467220828,Derivatives,PROD ACCOUNTANT,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,266255.6042,0,EL6,BL2,1,1034.252211
4467844,17/04/2013 18:20,17,0.764181026,30/05/2007 07:01,30,0.290860929,Bonds/Repos,TECHSUPPORT,BO Confirmed,DIRECTOR,Swap,Payments Related,0,0,0,0,0,0,0,EL4,BL2,1,2149.471701
25122554,18/04/2013 09:09,18,0.381204526,13/04/2013 16:16,13,0.655335125,MM,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL3,1,4.703298611
20233886,18/04/2013 10:30,18,0.396003162,31/12/2011 01:15,31,0.052245439,Equity,TECHSUPPORT,BO Confirmed,ANALYST,Option,Trade enrichment for system flow,0,0,0,0,0,256248.8342,0,EL6,BL2,1,474.3854282
5476006,18/04/2013 13:13,18,0.550810659,27/07/2007 08:09,27,0.339301768,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,2092.210949
20628060,18/04/2013 14:25,18,0.600470704,27/01/2012 08:29,27,0.31301752,Management/Other,PROD CONTROLLER,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,255952.4231,0,EL6,BL6,1,447.2472685
3828781,18/04/2013 15:13,18,0.634281225,05/03/2007 07:25,5,0.274233661,Bonds/Repos,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,Repo/Reverse,Operations request to change Economics of Trade,0,0,0,0,0,0,0,EL1,BL2,1,2236.325185
17672454,18/04/2013 15:19,18,0.638399159,15/03/2011 05:05,15,0.205191847,Africa,UNAUTHORISED,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,9033035.339,0,EL6,BL3,1,765.4262616
19100160,18/04/2013 15:24,18,0.641753193,05/08/2011 06:14,5,0.240190372,Bonds/Repos,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,Deposit,Trade enrichment for system flow,0,0,0,0,0,217954.6615,0,EL7,BL2,1,622.3819329
17433363,19/04/2013 03:20,19,0.111146866,22/02/2011 12:15,22,0.510500159,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL4,1,786.6284259
11542522,19/04/2013 09:28,19,0.394353514,03/07/2009 06:08,3,0.244100921,MM,PROD CONTROLLER,BO Confirmed,AMBA,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL3,1,1386.138634
9305552,19/04/2013 12:10,19,0.507082538,19/12/2008 12:09,19,0.506504224,Bonds/Repos,UNAUTHORISED,BO-BO Confirmed,ATS,Other,Payments Related,0,0,0,0,0,0,0,EL4,BL2,1,1582.000579
12403658,19/04/2013 15:27,19,0.605973046,01/10/2009 15:05,31,0.621299185,Africa,TECHSUPPORT,BO-BO Confirmed,MNGDIRECTOR,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,1296.015324
13189217,22/04/2013 00:12,22,0.008299258,03/01/2010 01:20,3,0.055321741,Africa,TECHSUPPORT,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,272541.2053,0,EL6,BL3,1,1204.952581
929869,22/04/2013 05:27,22,0.226901097,30/03/2006 10:15,30,0.406078713,Commodities,TECHSUPPORT,BO Confirmed,ASSOCIATE,Swap,Payments Related,0,0,0,0,0,259579.7089,0,EL1,BL2,1,2579.800012
13334112,22/04/2013 10:06,22,0.412779692,15/01/2010 01:07,15,0.046554915,MM,TECHSUPPORT,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL3,1,1193.37456
25057506,22/04/2013 12:15,22,0.489237646,11/04/2013 13:11,11,0.534153833,Derivatives,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,FRA,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL2,1,10.96133102
15369057,22/04/2013 13:28,22,0.560918578,21/08/2010 06:19,21,0.236493441,Commodities,PROD CONTROLLER,BO Confirmed,ANALYST,CreditDefaultSwap,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,975.2978009
15915521,22/04/2013 16:05,22,0.670211085,09/11/2010 11:11,9,0.450702355,Management/Other,PROD ACCOUNTANT,BO Confirmed,ASSOCIATE,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL6,1,895.2042245
24336945,22/04/2013 16:16,22,0.655399094,16/03/2013 10:30,16,0.396060733,Bonds/Repos,TECHSUPPORT,BO Confirmed,ASSOCIATE,Swap,Calendar Related,0,0,0,0,0,0,0,EL7,BL2,1,37.24020833
8139797,23/04/2013 00:15,23,0.010410268,07/07/2008 13:11,7,0.549058037,Equity,TECHSUPPORT,BO Confirmed,ANALYST,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,1750.46088
16044908,23/04/2013 03:00,23,0.12485892,24/11/2010 06:23,24,0.265944029,Prime Services,MIDOFFICE,BO Confirmed,VICE PRINCIPAL,Option,Trade enrichment for system flow,0,0,0,0,0,251248.7109,0,EL6,BL2,1,880.8591435
17487888,23/04/2013 04:02,23,0.168311681,28/02/2011 09:22,28,0.359902072,Bonds/Repos,UNAUTHORISED,BO Confirmed,VICE PRINCIPAL,Swap,Payments Related,0,0,0,0,0,253996.5445,0,EL4,BL2,1,784.7778472
25415873,23/04/2013 14:18,23,0.595488056,23/04/2013 01:04,23,0.04410582,Derivatives,UNAUTHORISED,BO Confirmed,ASSOCIATE,SecurityLoan,Calendar Related,0,0,0,0,0,257731.9795,0,EL6,BL4,1,0.551400463
22427535,23/04/2013 17:01,23,0.709265411,16/07/2012 08:18,16,0.345618768,Prime Services,MIDOFFICE,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,258600.3178,0,EL6,BL6,1,281.3632176
6698156,23/04/2013 19:10,23,0.784500581,05/02/2008 18:16,5,0.739013968,Equity,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,SecurityLoan,Calendar Related,0,0,0,0,0,217419.2234,0,EL6,BL2,1,1904.037593
15075150,24/04/2013 02:17,24,0.095428587,15/06/2010 10:06,15,0.412577689,Derivatives,PROD CONTROLLER,BO Confirmed,VICE PRINCIPAL,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1043.674514
21091220,24/04/2013 04:22,24,0.181856262,20/04/2012 19:15,20,0.781501401,Management/Other,MIDOFFICE,BO-BO Confirmed,DIRECTOR,Swap,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,368.3796991
6731325,24/04/2013 13:26,24,0.523684919,28/01/2008 17:13,28,0.717579731,Derivatives,TECHSUPPORT,BO-BO Confirmed,ANALYST,Repo/Reverse,Calendar Related,0,0,0,0,0,253534.1102,0,EL6,BL4,1,1912.842211
10821831,24/04/2013 17:29,24,0.68821466,03/04/2009 05:20,3,0.194274155,Africa,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1482.5061
3359229,25/04/2013 01:28,25,0.022146618,26/02/2007 06:09,26,0.256413752,SND,TECHSUPPORT,BO-BO Confirmed,MNGDIRECTOR,Future/Forward,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,260512.3741,0,EL6,BL3,1,2249.80478
23025369,25/04/2013 02:19,25,0.069891599,23/10/2012 03:15,23,0.114579902,MM,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,CurrSwap,Calendar Related,0,0,0,0,0,0,0,EL6,BL5,1,183.9613542
15077743,25/04/2013 03:23,25,0.109242895,29/07/2010 03:04,29,0.122049581,Management/Other,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,1001.013241
23190358,25/04/2013 06:19,25,0.236943291,29/11/2012 13:30,29,0.520987749,MM,TECHSUPPORT,BO Confirmed,ANALYST,Stock,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,146.7006829
3811692,25/04/2013 09:24,25,0.358411475,05/04/2007 18:22,5,0.735016839,Prime Services,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,2211.626181
21323897,25/04/2013 10:01,25,0.416178622,04/04/2012 15:07,4,0.630048023,Derivatives,MIDOFFICE,BO Confirmed,ANALYST,TotalReturnSwap,Trade enrichment for system flow,0,0,0,0,0,267158.6709,0,EL6,BL5,1,385.7875231
19762182,25/04/2013 10:16,25,0.405641534,26/10/2011 14:24,26,0.566544738,Management/Other,PROD CONTROLLER,BO Confirmed,MNGDIRECTOR,IndexLinkedSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL6,1,546.8277315
7665818,25/04/2013 13:16,25,0.530879809,28/05/2008 11:27,28,0.476835507,Derivatives,MIDOFFICE,BO Confirmed,DIRECTOR,Call Deposit,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL2,1,1793.075775
18457727,26/04/2013 01:23,26,0.057940605,01/06/2011 04:26,1,0.18441944,MM,UNAUTHORISED,BO-BO Confirmed,DIRECTOR,TotalReturnSwap,Corrected NDEUSSA Reset Level,0,0,0,0,0,0,0,EL6,BL2,1,694.8729167
21897470,26/04/2013 02:01,26,0.083763056,20/06/2012 04:06,20,0.171055441,Africa,PROD CONTROLLER,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL3,1,309.9132407
6288525,26/04/2013 02:12,26,0.075112963,13/12/2007 13:25,13,0.558713296,SND,TECHSUPPORT,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1960.532442
6125829,26/04/2013 05:25,26,0.225619848,03/12/2007 16:19,3,0.65366278,Equity,TECHSUPPORT,BO-BO Confirmed,ANALYST,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,1970.545718
11244970,26/04/2013 09:09,26,0.381165362,13/05/2009 12:10,13,0.506824493,MM,PROD CONTROLLER,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1443.874271
22777969,29/04/2013 01:09,29,0.047615821,18/09/2012 07:15,18,0.302132306,Management/Other,TECHSUPPORT,BO Confirmed,ANALYST,Option,Trade enrichment for system flow,0,0,0,0,0,250550.0279,0,EL6,BL2,1,222.746088
6305236,29/04/2013 01:12,29,0.050344832,14/12/2007 04:16,14,0.178030792,Bonds/Repos,TECHSUPPORT,BO Confirmed,ASSOCIATE,BuySellback,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,1,1962.872315
16319039,29/04/2013 04:27,29,0.185144187,10/10/2010 04:07,10,0.171703572,Derivatives,MIDOFFICE,BO Confirmed,VICE PRINCIPAL,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL5,1,932.0139931
6375079,29/04/2013 08:16,29,0.322353116,23/12/2007 09:17,23,0.362931062,MM,PROD ACCOUNTANT,BO-BO Confirmed,MNGDIRECTOR,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,1,1953.9575
19189271,29/04/2013 09:24,29,0.391921858,13/08/2011 17:12,13,0.700060543,Derivatives,TECHSUPPORT,BO-BO Confirmed,AMBA,Repo/Reverse,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,624.6751968
17772411,29/04/2013 13:12,29,0.533101176,28/03/2011 02:20,28,0.097317114,Management/Other,MIDOFFICE,BO Confirmed,ANALYST,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,763.4529167
24177657,29/04/2013 14:09,29,0.577130119,01/03/2013 08:17,1,0.345397406,Management/Other,UNAUTHORISED,BO Confirmed,DIRECTOR,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,59.24423611
21280017,29/04/2013 18:05,29,0.746223875,28/04/2012 07:20,28,0.277745241,Equity,PROD CONTROLLER,BO Confirmed,ANALYST,FRN,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,366.4481829
16225626,30/04/2013 04:18,30,0.154189067,19/12/2010 02:25,19,0.066179583,Management/Other,TECHSUPPORT,BO Confirmed,ANALYST,Deposit,Trade enrichment for system flow,0,0,0,0,0,264015.1744,0,EL6,BL2,1,863.078287
1436153,30/04/2013 06:00,30,0.249723092,01/05/2006 15:24,1,0.608330944,Prime Services,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,TotalReturnSwap,Calendar Related,0,0,0,0,0,258493.847,0,EL6,BL6,1,2555.608611
25140346,30/04/2013 06:23,30,0.234094437,14/04/2013 08:28,14,0.313952179,Management/Other,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,FRA,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL2,1,15.91320602
8555679,30/04/2013 07:17,30,0.303303518,02/09/2008 17:23,2,0.692239586,Rates,TECHSUPPORT,BO Confirmed,DIRECTOR,TotalReturnSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,1700.579225
12050396,30/04/2013 07:26,30,0.309785802,15/08/2009 12:01,15,0.500770399,MM,TECHSUPPORT,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,1,1353.809005
19283234,30/04/2013 18:12,30,0.758001789,25/08/2011 18:01,25,0.749210629,Equity,PROD CONTROLLER,BO Confirmed,ASSOCIATE,CurrSwap,Valuation Group Request,0,0,0,0,0,0,0,EL6,BL2,1,614.0078819
21397285,02/05/2013 00:20,2,0.013975762,02/05/2012 04:10,2,0.159827953,Bonds/Repos,MIDOFFICE,BO-BO Confirmed,MNGDIRECTOR,Future/Forward,Sales Credits,0,0,0,0,0,0,0,EL6,BL2,1,364.8402662
13242497,02/05/2013 02:12,2,0.074808575,29/01/2010 01:05,29,0.045374241,Derivatives,PROD CONTROLLER,BO Confirmed,DIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL1,1,1189.046493
2469261,02/05/2013 04:15,2,0.155935787,08/11/2006 06:28,8,0.230438263,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,Deposit,Trade enrichment for system flow,0,0,0,0,0,0,0,EL6,BL2,1,2366.907836
725632,02/05/2013 06:12,2,0.258604097,05/03/2006 05:07,5,0.21328751,MM,MIDOFFICE,BO-BO Confirmed,ANALYST,IndexLinkedBond,Calendar Related,0,0,0,0,0,247141.1165,0,EL6,BL2,1,2615.045313
1330894,02/05/2013 14:01,2,0.583824987,07/05/2006 07:27,7,0.272670967,Derivatives,TECHSUPPORT,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL1,1,2552.273576
25632085,02/05/2013 14:08,2,0.577723003,02/05/2013 14:08,2,0.577723003,MM,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,Swap,Portfolio Move / Restructure,0,0,0,0,0,0,0,EL6,BL2,1,0
2108825,02/05/2013 17:22,2,0.692844463,10/08/2006 08:00,10,0.333264343,Management/Other,UNAUTHORISED,BO-BO Confirmed,ASSOCIATE,Swap,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,1,2457.390417
